"ilpn"|"status"|"ASN"|"PO"|"SKU"|"qty"|"length"|"hieght"|"width"|"Active_location"|"Current_location"|"Found_location"
67701083316805|"Pulled"|120045239|4038114|12741078|55|3.67|2.48|3.36|"AS4"|"PUTWALL"|"CRACK"
67701083369523|"Canceled"|120045240|4038119|12741095|29|8.42|15.26|9.62|"AS2"|"DROP"|"CUBIST"
67701083503701|"Partially allocated"|120045273|4038152|354895|80|6.83|12.16|6.78|"AS1"|"UNKNOWN"|"BRACK"
67701083735405|"In transit"|120045259|4038137|354860|6|1.4|8.23|2.73|"AS0"|"AS1"|"CUBIST"
67701083788319|"Allocated and Pulled"|120045259|4038140|354868|8|15.58|12.81|2.14|"AS2"|"PICKCART"|"CRACK"
67701083810193|"Consumed"|120045235|4056796|10748225|62|1.5|1.4|2.04|"AS1"|"PUTWALL"|"ONPALLET"
67701084003483|"Case consumed to active"|120045393|4056795|10748223|57|3.76|15.66|4.26|"AS4"|"AS1"|"ONPALLET"
67701084255590|"Pulled"|120045233|4056760|10748203|89|17.61|5.2|2.12|"AS2"|"DROP"|"DRACK"
67701084382544|"Canceled"|120045238|4038109|12741059|11|4.57|2.47|8.05|"AS2"|"PUTLANE"|"MULTIST"
67701084557675|"Pulled"|120045257|4038129|354834|67|7.27|2.11|3.91|"AS0"|"PUTWALL"|"PUTLANE"
67701084702200|"Allocated"|120045238|4038110|12741063|76|19.87|16.8|5.45|"AS0"|"SHIPLANE"|"BRACK"
67701084738009|"In transit"|120045233|4056760|10748202|85|9.03|17.43|2.86|"AS0"|"DROP"|"BRACK"
67701084772854|"Pulled"|120045294|4038154|354898|62|10.76|3.82|6.43|"AS2"|"CRACK"|"DRACK"
67701084842113|"Case consumed to active"|120045393|4056795|10748224|49|9.74|3.78|5.1|"AS1"|"SHIPPED"|"INLOAD"
67701085016565|"In inventory not putaway"|120045257|4038129|354831|56|16.06|19.73|6.17|"AS0"|"AS0"|"BRACK"
67701085126081|"Putaway"|120045255|4038123|354813|10|17.74|4.94|4.63|"AS0"|"SHIPLANE"|"PUTLANE"
67701085140820|"Allocated and Pulled"|120045257|4038129|354833|23|19.79|8.55|6.73|"AS2"|"PUTWALL"|"PUTLANE"
67701085402883|"Allocated"|120045237|4038108|12741057|80|15.96|28.58|7.49|"AS1"|"AS4"|"PUTLANE"
67701085519706|"Allocated and Pulled"|120045271|4038144|354878|24|10.55|19.4|2.5|"AS4"|"AS0"|"ONPALLET"
67701085555081|"In work order"|120045272|4038148|354886|66|5.58|21.09|4.35|"AS2"|"SHIPPED"|"CUBIST"
67701085675727|"Allocated"|120045399|4056769|11750501|83|9.13|25.89|2.43|"AS2"|"UNKNOWN"|"CUBIST"
67701085701019|"Case consumed to active"|120045238|4038112|12741071|66|16.13|26.82|8.64|"AS0"|"AS1"|"INLOAD"
67701085965967|"In inventory not putaway"|120045256|4038125|354814|47|1.18|9.79|5.99|"AS1"|"DRACK"|"CUBIST"
67701086096694|"Allocated"|120045271|4038147|354884|89|10.4|24.79|4.83|"AS2"|"AS1"|"CUBIST"
67701086187086|"Not received but shipment verified"|120045239|4038115|12741082|9|6.56|15.19|5.53|"AS0"|"SHIPLANE"|"DRACK"
67701086354648|"Partially allocated"|120045257|4038132|354847|5|11.41|21.82|1.44|"AS2"|"UNKNOWN"|"BRACK"
67701086360888|"Case consumed to active"|120045270|4038142|354872|41|4.62|24.53|7.34|"AS4"|"PICKCART"|"CUBIST"
67701086490135|"Allocated and Pulled"|120045298|4056790|10748205|18|2.47|5.06|1.18|"AS4"|"PUTLANE"|"PUTLANE"
67701086736481|"Putaway"|120045231|4056768|11750503|9|1.55|9.11|8.64|"AS0"|"PUTWALL"|"CUBIST"
67701086806291|"Not received but shipment verified"|120045256|4038126|354819|49|5.79|4.13|6.91|"AS0"|"PUTLANE"|"CUBIST"
67701086883760|"Consumed"|120045256|4038128|354856|93|11.38|25.75|9.94|"AS2"|"SHIPLANE"|"ONPALLET"
67701086962070|"Allocated and Pulled"|120045394|4056794|10748220|61|13.51|16.41|4.02|"AS2"|"AS4"|"BRACK"
67701086972831|"Consumed"|120045240|4038117|12741089|13|18.73|1.69|5.9|"AS0"|"UNKNOWN"|"ONPALLET"
67701087342245|"In transit"|120045258|4038133|354848|97|17.37|9.25|4.42|"AS1"|"SHIPPED"|"BRACK"
67701087420260|"In inventory not putaway"|120045240|4038118|12741091|22|5.85|25.53|6.21|"AS1"|"CRACK"|"CRACK"
67701087445872|"In transit"|120045398|4056766|10743936|74|3.47|22.6|5.99|"AS0"|"UNKNOWN"|"CUBIST"
67701087479622|"Pulled"|120045257|4038132|354847|55|3.16|4.72|4.75|"AS0"|"PUTWALL"|"INLOAD"
67701087492685|"Case consumed to active"|120045239|4038116|12741084|43|3.93|13.69|1.88|"AS4"|"UNKNOWN"|"ONPALLET"
67701087544076|"Pulled"|120045256|4038126|354818|36|15.44|5.22|8.58|"AS0"|"PUTLANE"|"ONPALLET"
67701087789012|"Consumed"|120045239|4038116|12741085|97|9.63|5.7|7.99|"AS0"|"CRACK"|"ONPALLET"
67701087914467|"In transit"|120045256|4038128|354829|8|13.54|27.39|1.69|"AS0"|"AS4"|"CRACK"
67701087917393|"Consumed"|120045233|4056761|10748098|19|10.17|23.58|8.33|"AS2"|"AS0"|"BRACK"
67701087994943|"Consumed"|120045236|4038104|12741043|58|13.62|6.64|9.08|"AS2"|"SHIPPED"|"INLOAD"
67701088010974|"Not received but shipment verified"|120045255|4038123|354813|63|13.36|29.59|4.3|"AS4"|"PUTLANE"|"ONPALLET"
67701088064274|"Partially allocated"|120045231|4056768|11750507|65|11.31|19.97|6.58|"AS4"|"AS1"|"ONPALLET"
67701088115586|"In inventory not putaway"|120045256|4038126|354820|52|10.87|11.28|4.31|"AS2"|"AS2"|"INLOAD"
67701088156612|"Putaway"|120045391|4056799|10741032|27|18.12|17.62|7.88|"AS2"|"UNKNOWN"|"DRACK"
67701088178548|"Partially allocated"|120045240|4038117|12741088|19|16.4|25.28|3.48|"AS4"|"AS1"|"PUTLANE"
67701088315056|"Consumed"|120045232|4056764|10748093|90|1.93|7.73|4.28|"AS4"|"AS4"|"PUTLANE"
67701088584144|"Not received but shipment verified"|120045238|4038111|12741067|16|4.56|17.96|5.91|"AS2"|"DRACK"|"INLOAD"
67701088854031|"Partially allocated"|120045240|4038117|12741088|86|6.33|27.04|1.35|"AS2"|"BRACK"|"CRACK"
67701088872696|"Not received but shipment verified"|120045237|4038105|12741049|70|18.72|10.63|4.71|"AS0"|"DROP"|"ONPALLET"
67701089100333|"Canceled"|120045234|4056792|10748211|57|5.6|27.22|3.32|"AS4"|"PICKCART"|"DRACK"
67701089284543|"Case consumed to active"|120045239|4038116|12741085|57|13.51|5.13|7.83|"AS0"|"CRACK"|"PUTLANE"
67701089322747|"Case consumed to active"|120045231|4056768|11750507|77|8.47|23.71|3.56|"AS2"|"BRACK"|"BRACK"
67701089454713|"Canceled"|120045240|4038119|12741095|33|17.75|3.47|1.23|"AS1"|"PICKCART"|"CRACK"
67701089491926|"In inventory not putaway"|120045256|4038128|354827|92|4.17|29.64|1.32|"AS0"|"CRACK"|"PUTLANE"
67701089549005|"Pulled"|120045239|4038116|12741086|60|12.97|17.98|3.22|"AS1"|"PUTWALL"|"BRACK"
67701089681396|"Putaway"|120045394|4056794|10748218|66|3.95|25.51|4.38|"AS0"|"UNKNOWN"|"INLOAD"
67701089717403|"Not received but shipment verified"|120045256|4038125|354815|16|10.76|20.14|9.57|"AS1"|"SHIPLANE"|"MULTIST"
67701089816043|"In work order"|120045231|4056769|11750909|76|1.51|3.78|9.79|"AS2"|"AS1"|"INLOAD"
67701089895806|"In work order"|120045273|4038153|354896|19|11.23|1.71|2.67|"AS2"|"UNKNOWN"|"INLOAD"
67701089950636|"Putaway"|120045271|4038146|354882|35|9.16|24.3|8.81|"AS4"|"PICKCART"|"BRACK"
67701089960883|"Case consumed to active"|120045258|4038133|354851|44|14.06|1.9|3.23|"AS4"|"AS1"|"BRACK"
67701090093248|"Allocated"|120045257|4038130|354837|53|18.15|7.99|9.35|"AS0"|"SHIPPED"|"CRACK"
67701090193501|"In transit"|120045257|4038131|354839|86|11.01|22.88|5.73|"AS4"|"BRACK"|"MULTIST"
67701090328740|"Pulled"|120045256|4038127|354822|83|18.23|13.0|9.26|"AS4"|"AS1"|"CUBIST"
67701090703634|"Allocated"|120045273|4038152|354894|46|14.32|19.09|8.45|"AS4"|"PUTLANE"|"INLOAD"
67701090779174|"Allocated and Pulled"|120045256|4038126|354818|48|5.43|11.67|9.94|"AS0"|"AS4"|"DRACK"
67701090861406|"Allocated"|120045238|4038109|12741062|17|10.83|6.49|2.08|"AS4"|"PICKCART"|"MULTIST"
67701090953770|"Pulled"|120045394|4056794|10748220|59|5.64|11.53|3.26|"AS0"|"CRACK"|"INLOAD"
67701090960308|"Not received but shipment verified"|120045237|4038108|12741058|92|5.32|6.09|2.61|"AS1"|"PUTWALL"|"ONPALLET"
67701090971739|"Partially allocated"|120045233|4056761|10748200|47|10.57|9.55|2.09|"AS4"|"DRACK"|"CRACK"
67701091206258|"In transit"|120045391|4056799|10741032|67|4.56|17.11|2.51|"AS4"|"CRACK"|"PUTLANE"
67701091274328|"Allocated and Pulled"|120045236|4038102|10741036|47|10.81|8.16|7.02|"AS4"|"BRACK"|"PUTLANE"
67701091728714|"Canceled"|120045238|4038109|12741061|97|4.51|6.99|3.72|"AS0"|"UNKNOWN"|"BRACK"
67701091842039|"In inventory not putaway"|120045257|4038131|354840|92|6.09|22.14|8.33|"AS1"|"DROP"|"BRACK"
67701091884789|"In inventory not putaway"|120045272|4038150|354890|93|1.6|25.53|6.42|"AS1"|"AS4"|"DRACK"
67701092081647|"In work order"|120045393|4056795|10748224|12|18.21|7.72|3.23|"AS0"|"PUTLANE"|"MULTIST"
67701092149267|"Allocated and Pulled"|120045238|4038109|12741061|61|18.34|11.06|1.91|"AS1"|"SHIPLANE"|"CRACK"
67701092504487|"In inventory not putaway"|120045233|4056760|10748201|25|7.68|2.57|1.53|"AS2"|"CRACK"|"CRACK"
67701092548502|"In work order"|120045239|4038114|12741077|15|7.37|4.25|8.65|"AS1"|"DROP"|"PUTLANE"
67701092717493|"In transit"|120045272|4038149|354889|2|19.3|7.11|1.56|"AS4"|"UNKNOWN"|"ONPALLET"
67701092746592|"In transit"|120045256|4038128|354857|35|13.53|7.47|9.79|"AS1"|"PUTWALL"|"DRACK"
67701092779276|"Putaway"|120045271|4038146|354881|22|12.47|6.56|2.25|"AS2"|"BRACK"|"DRACK"
67701093040985|"Case consumed to active"|120045259|4038140|354868|63|8.54|10.33|5.29|"AS4"|"CRACK"|"PUTLANE"
67701093363736|"Case consumed to active"|120045399|4056769|11750501|86|8.76|3.44|6.77|"AS0"|"PICKCART"|"CRACK"
67701093368921|"Canceled"|120045259|4038138|354862|78|8.42|4.55|5.33|"AS1"|"AS4"|"DRACK"
67701093422630|"Consumed"|120045259|4038140|354867|44|12.54|6.8|5.29|"AS4"|"AS2"|"BRACK"
67701093618815|"Case consumed to active"|120045232|4056764|10743934|24|12.61|13.83|2.42|"AS2"|"AS1"|"BRACK"
67701093830354|"Not received but shipment verified"|120045256|4038127|354825|38|19.75|29.75|5.88|"AS2"|"SHIPLANE"|"CRACK"
67701093945259|"Putaway"|120045273|4038153|354897|60|9.32|11.63|2.76|"AS1"|"PUTWALL"|"PUTLANE"
67701093963254|"In inventory not putaway"|120045239|4038113|12741076|81|19.9|5.93|8.5|"AS0"|"UNKNOWN"|"CRACK"
67701094118296|"Allocated"|120045257|4038131|354841|20|8.21|21.73|9.48|"AS2"|"DRACK"|"DRACK"
67701094713814|"In work order"|120045239|4038113|12741076|45|1.14|25.7|3.12|"AS1"|"PUTLANE"|"INLOAD"
67701094801192|"Putaway"|120045240|4038117|12741088|16|14.63|7.01|1.05|"AS0"|"PUTLANE"|"MULTIST"
67701094950852|"In inventory not putaway"|120045237|4038105|12741050|56|17.45|11.7|7.24|"AS0"|"AS4"|"ONPALLET"
67701095118136|"Consumed"|120045273|4038153|354897|51|15.81|8.3|3.91|"AS4"|"DROP"|"PUTLANE"
67701095122189|"Canceled"|120045238|4038112|12741070|55|5.04|27.27|7.74|"AS0"|"AS2"|"MULTIST"
67701095325651|"Partially allocated"|120045239|4038114|12741077|99|8.22|21.27|7.2|"AS2"|"PICKCART"|"DRACK"
67701095652761|"Pulled"|120045270|4038141|354870|40|6.16|6.77|3.49|"AS0"|"DRACK"|"BRACK"
67701095768297|"Canceled"|120045259|4038154|354898|3|17.68|10.04|9.42|"AS0"|"BRACK"|"CRACK"
67701095776433|"Consumed"|120045257|4038132|354843|12|6.06|17.22|4.44|"AS4"|"UNKNOWN"|"DRACK"
67701095822738|"Allocated and Pulled"|120045271|4038145|354880|44|2.77|4.23|9.4|"AS4"|"AS2"|"ONPALLET"
67701095866847|"In transit"|120045238|4038111|12741067|82|10.82|23.04|9.82|"AS1"|"BRACK"|"CRACK"
67701095950725|"Canceled"|120045272|4038150|354891|51|11.72|25.82|3.97|"AS4"|"DROP"|"INLOAD"
67701096077639|"Pulled"|120045271|4038145|354880|14|15.61|23.25|1.41|"AS4"|"DRACK"|"MULTIST"
67701096464361|"Allocated and Pulled"|120045258|4038133|354849|58|11.59|23.48|8.3|"AS2"|"AS2"|"PUTLANE"
67701096610702|"Allocated"|120045238|4038110|12741066|96|12.46|13.11|8.96|"AS4"|"DRACK"|"CUBIST"
67701096754612|"Not received but shipment verified"|120045232|4056764|10743934|45|7.02|18.77|7.24|"AS4"|"DROP"|"ONPALLET"
67701097092722|"Not received but shipment verified"|120045272|4038149|354888|37|7.9|1.96|9.04|"AS0"|"AS2"|"DRACK"
67701097137500|"In work order"|120045237|4038107|12741054|34|17.58|11.97|7.08|"AS4"|"SHIPPED"|"PUTLANE"
67701097202780|"Canceled"|120045238|4038109|12741062|84|1.31|2.82|7.96|"AS4"|"AS4"|"PUTLANE"
67701097411154|"In inventory not putaway"|120045256|4038127|354825|65|9.86|11.45|8.73|"AS2"|"CRACK"|"DRACK"
67701097527289|"Allocated"|120045239|4038116|12741084|22|8.75|25.76|1.19|"AS2"|"AS1"|"PUTLANE"
67701097758613|"Case consumed to active"|120045256|4038127|354825|6|8.91|17.8|7.16|"AS1"|"CRACK"|"INLOAD"
67701097793725|"Not received but shipment verified"|120045271|4038146|354882|51|15.02|11.18|7.13|"AS4"|"PUTWALL"|"MULTIST"
67701097923914|"Allocated and Pulled"|120045394|4056794|10748219|90|16.09|7.68|4.61|"AS0"|"AS1"|"CUBIST"
67701097970467|"Partially allocated"|120045239|4038115|12741083|67|12.67|11.01|2.41|"AS1"|"AS4"|"ONPALLET"
67701097970889|"In transit"|120045258|4038133|354850|14|4.83|19.74|7.06|"AS4"|"UNKNOWN"|"DRACK"
67701098178076|"Consumed"|120045233|4056761|10748099|92|12.43|4.52|5.57|"AS1"|"SHIPPED"|"CRACK"
67701098397870|"Consumed"|120045256|4038128|354827|32|14.07|9.2|4.38|"AS0"|"DRACK"|"MULTIST"
67701098484123|"Not received but shipment verified"|120045292|4056763|10748092|4|11.81|3.44|1.68|"AS0"|"BRACK"|"PUTLANE"
67701098582334|"Partially allocated"|120045238|4038109|12741060|68|6.45|22.36|7.66|"AS4"|"PICKCART"|"INLOAD"
67701098679758|"Canceled"|120045257|4038130|354836|91|17.89|1.0|2.88|"AS0"|"UNKNOWN"|"CUBIST"
67701098797195|"Canceled"|120045236|4038102|10741036|10|18.07|7.47|2.39|"AS1"|"PICKCART"|"BRACK"
67701098847148|"Pulled"|120045239|4038113|12741075|39|11.44|24.09|1.71|"AS2"|"DROP"|"CRACK"
67701099134469|"In inventory not putaway"|120045238|4038112|12741072|81|10.8|24.89|8.19|"AS0"|"AS2"|"INLOAD"
67701099288859|"Partially allocated"|120045257|4038154|354899|4|15.04|21.68|4.39|"AS4"|"DROP"|"INLOAD"
67701099486483|"Pulled"|120045257|4038131|354842|61|10.32|15.0|5.43|"AS4"|"DROP"|"MULTIST"
67701099639906|"In work order"|120045236|4038104|12741045|49|10.94|5.28|2.23|"AS1"|"AS4"|"INLOAD"
67701099647129|"Allocated"|120045240|4038119|12741098|28|15.1|27.25|5.69|"AS4"|"AS0"|"CRACK"
67701099722373|"Case consumed to active"|120045273|4038152|354894|41|2.2|22.35|2.47|"AS0"|"BRACK"|"MULTIST"
67701099759291|"Canceled"|120045237|4038106|12741053|35|4.32|21.03|6.36|"AS4"|"DRACK"|"CUBIST"
67701099794806|"Putaway"|120045233|4056761|10748099|43|14.96|15.66|3.88|"AS1"|"SHIPPED"|"CRACK"
67701099837716|"Pulled"|120045237|4038105|12741047|36|10.24|6.25|5.32|"AS2"|"PICKCART"|"INLOAD"
67701099878481|"In inventory not putaway"|120045394|4056794|10748220|82|2.58|16.81|7.22|"AS0"|"PUTLANE"|"INLOAD"
67701099935647|"Consumed"|120045237|4038108|12741058|72|5.75|5.18|4.65|"AS2"|"AS4"|"MULTIST"
67701099948686|"Partially allocated"|120045399|4056769|11750501|81|11.94|22.96|2.05|"AS1"|"BRACK"|"PUTLANE"
67701100114485|"Not received but shipment verified"|120045270|4038143|354876|23|10.47|14.7|4.49|"AS0"|"DROP"|"CUBIST"
67701100129133|"Canceled"|120045240|4038117|12741090|9|8.54|1.76|6.15|"AS1"|"SHIPLANE"|"DRACK"
67701100386313|"In transit"|120045255|4038154|354899|16|14.66|5.72|3.28|"AS0"|"AS2"|"DRACK"
67701100583176|"Allocated"|120045292|4056763|10748094|19|1.79|8.52|5.75|"AS4"|"PUTLANE"|"INLOAD"
67701100887291|"Not received but shipment verified"|120045238|4038111|12741068|99|7.72|8.31|5.28|"AS0"|"PUTLANE"|"DRACK"
67701100934962|"Partially allocated"|120045231|4056769|11750531|85|15.72|4.03|3.47|"AS4"|"AS4"|"INLOAD"
67701100980644|"In transit"|120045239|4038116|12741086|56|6.76|14.97|6.44|"AS0"|"UNKNOWN"|"PUTLANE"
67701101015558|"Case consumed to active"|120045237|4038108|12741056|18|12.3|26.47|3.13|"AS2"|"UNKNOWN"|"INLOAD"
67701101063492|"Partially allocated"|120045239|4038114|12741080|39|10.42|10.57|1.34|"AS4"|"BRACK"|"MULTIST"
67701101368338|"In inventory not putaway"|120045257|4038130|354838|85|14.73|28.97|6.55|"AS1"|"AS0"|"INLOAD"
67701101424205|"In work order"|120045239|4038116|12741084|46|17.09|4.5|7.37|"AS2"|"PICKCART"|"CRACK"
67701101735249|"Allocated and Pulled"|120045259|4038139|354863|4|9.38|13.79|4.96|"AS0"|"SHIPLANE"|"DRACK"
67701101757596|"Case consumed to active"|120045235|4056797|10748229|40|2.53|2.32|3.88|"AS1"|"SHIPPED"|"INLOAD"
67701101873725|"Case consumed to active"|120045270|4038141|354871|24|8.83|20.49|7.95|"AS2"|"AS4"|"ONPALLET"
67701102412862|"In inventory not putaway"|120045299|4056791|10748207|30|17.13|26.54|3.82|"AS0"|"SHIPLANE"|"CRACK"
67701102489527|"In work order"|120045390|4056798|10741031|96|8.24|16.97|9.5|"AS1"|"PUTLANE"|"PUTLANE"
67701102653128|"Consumed"|120045258|4038134|354853|47|16.28|10.73|3.79|"AS1"|"UNKNOWN"|"DRACK"
67701102687457|"Putaway"|120045393|4056795|10748221|15|6.58|22.11|3.33|"AS4"|"BRACK"|"DRACK"
67701102693368|"Consumed"|120045231|4056768|11750504|86|6.07|21.49|5.09|"AS0"|"PUTLANE"|"INLOAD"
67701102777392|"Allocated and Pulled"|120045239|4038115|12741082|2|5.42|4.66|1.54|"AS2"|"AS1"|"DRACK"
67701102885920|"Not received but shipment verified"|120045270|4038141|354870|52|11.24|24.16|6.17|"AS1"|"AS4"|"DRACK"
67701103159846|"Pulled"|120045256|4038128|354829|4|9.3|15.04|4.29|"AS0"|"SHIPPED"|"INLOAD"
67701103326363|"Consumed"|120045239|4038113|12741076|15|2.68|11.15|5.91|"AS4"|"CRACK"|"PUTLANE"
67701103393979|"In transit"|120045257|4038129|354830|17|9.5|14.4|3.24|"AS0"|"PICKCART"|"BRACK"
67701103401744|"Canceled"|120045234|4056793|10748215|39|18.37|16.23|4.74|"AS0"|"DROP"|"ONPALLET"
67701103536549|"Case consumed to active"|120045258|4038133|354850|54|5.95|29.39|5.47|"AS4"|"SHIPPED"|"DRACK"
67701103539379|"Allocated"|120045236|4038101|10741034|4|10.45|11.46|8.18|"AS2"|"AS1"|"CUBIST"
67701103734805|"Partially allocated"|120045256|4038127|354824|60|13.41|21.03|4.4|"AS4"|"AS0"|"INLOAD"
67701103865652|"Pulled"|120045231|4056768|11750503|3|3.21|5.1|6.96|"AS1"|"CRACK"|"CRACK"
67701104002304|"Pulled"|120045273|4038153|354896|84|10.95|4.77|2.84|"AS1"|"UNKNOWN"|"PUTLANE"
67701104297178|"Not received but shipment verified"|120045255|4038123|354813|37|13.96|14.15|5.86|"AS2"|"DRACK"|"DRACK"
67701104448890|"Putaway"|120045259|4038139|354864|6|13.21|18.95|8.77|"AS4"|"BRACK"|"CUBIST"
67701104533441|"In inventory not putaway"|120045237|4038107|12741055|36|2.31|29.41|3.61|"AS2"|"DRACK"|"DRACK"
67701105187228|"In work order"|120045272|4038151|354893|36|1.5|28.59|3.76|"AS0"|"SHIPLANE"|"MULTIST"
67701105442818|"Partially allocated"|120045238|4038109|12741062|54|6.77|22.4|6.63|"AS0"|"UNKNOWN"|"CRACK"
67701105557905|"Allocated"|120045256|4038128|354856|45|18.26|7.35|3.23|"AS2"|"PUTWALL"|"CUBIST"
67701105891513|"Allocated and Pulled"|120045231|4056768|11750506|19|16.89|28.4|5.62|"AS1"|"DRACK"|"CRACK"
67701105918528|"In inventory not putaway"|120045270|4038141|354871|56|6.76|23.84|6.27|"AS0"|"BRACK"|"ONPALLET"
67701106001239|"Consumed"|120045233|4056761|10748098|89|9.57|27.22|9.31|"AS1"|"AS4"|"ONPALLET"
67701106030194|"Canceled"|120045259|4038138|354862|33|1.36|10.64|4.81|"AS1"|"AS2"|"DRACK"
67701106101123|"Allocated and Pulled"|120045271|4038145|354880|97|12.43|6.88|8.04|"AS1"|"PUTWALL"|"PUTLANE"
67701106206697|"Allocated"|120045257|4038130|354838|45|14.19|11.61|7.31|"AS1"|"AS1"|"CRACK"
67701106212658|"In work order"|120045256|4038126|354819|74|11.33|10.13|4.81|"AS0"|"SHIPLANE"|"DRACK"
67701106339294|"Case consumed to active"|120045234|4056793|10748214|74|5.55|22.49|1.04|"AS0"|"SHIPLANE"|"INLOAD"
67701106760211|"Pulled"|120045257|4038132|354847|59|3.5|9.76|8.45|"AS0"|"AS4"|"CRACK"
67701106849563|"Case consumed to active"|120045255|4038123|354812|14|2.65|26.37|2.66|"AS0"|"SHIPPED"|"INLOAD"
67701106958280|"Allocated"|120045240|4038118|12741092|38|14.82|25.21|6.06|"AS2"|"PUTWALL"|"MULTIST"
67701107091730|"Putaway"|120045257|4038129|354830|89|17.16|9.12|6.9|"AS2"|"PUTLANE"|"ONPALLET"
67701107122703|"Canceled"|120045257|4038130|354835|89|11.15|19.55|9.33|"AS1"|"PUTLANE"|"DRACK"
67701107153924|"In transit"|120045231|4056769|11750505|14|9.35|20.03|8.04|"AS2"|"PUTLANE"|"INLOAD"
67701107280388|"Allocated"|120045293|4056762|10748096|27|9.46|22.19|2.21|"AS2"|"AS1"|"CRACK"
67701107345451|"Consumed"|120045238|4038110|12741066|5|7.84|13.3|5.82|"AS1"|"AS0"|"BRACK"
67701107524624|"Pulled"|120045231|4056768|11750503|64|4.6|7.3|3.47|"AS1"|"AS2"|"INLOAD"
67701107563361|"In inventory not putaway"|120045394|4056794|10748219|47|17.77|8.11|2.4|"AS4"|"PICKCART"|"CUBIST"
67701107604624|"In transit"|120045258|4038135|354855|12|19.57|5.75|9.38|"AS0"|"CRACK"|"BRACK"
67701107889522|"Putaway"|120045259|4038138|354862|98|11.89|12.74|8.96|"AS0"|"SHIPPED"|"BRACK"
67701107962847|"In inventory not putaway"|120045259|4038137|354859|93|17.4|13.83|2.62|"AS1"|"BRACK"|"MULTIST"
67701108023180|"Allocated and Pulled"|120045258|4038133|354848|57|8.78|20.23|8.39|"AS4"|"AS4"|"CUBIST"
67701108059674|"In work order"|120045239|4038115|12741083|30|2.96|15.95|9.0|"AS4"|"CRACK"|"MULTIST"
67701108079139|"Allocated and Pulled"|120045398|4038154|354899|55|2.28|8.52|6.72|"AS2"|"BRACK"|"BRACK"
67701108212481|"Canceled"|120045398|4056766|10743936|55|8.92|9.59|9.6|"AS2"|"PUTWALL"|"INLOAD"
67701108267053|"In work order"|120045259|4038139|354864|94|19.82|15.17|4.39|"AS0"|"AS0"|"ONPALLET"
67701108346125|"Consumed"|120045237|4038106|12741052|32|18.9|27.2|9.88|"AS0"|"PICKCART"|"ONPALLET"
67701108541781|"Pulled"|120045270|4038141|354870|74|4.21|23.75|3.16|"AS1"|"PUTWALL"|"CUBIST"
67701108850175|"Consumed"|120045259|4038140|354868|5|7.11|8.51|4.9|"AS4"|"PUTWALL"|"DRACK"
67701109093000|"In work order"|120045239|4038115|12741082|28|12.67|11.85|2.09|"AS0"|"BRACK"|"CUBIST"
67701109120597|"Putaway"|120045271|4038144|354878|28|7.26|2.0|7.58|"AS2"|"DRACK"|"DRACK"
67701109230642|"In inventory not putaway"|120045258|4038133|354848|55|1.49|23.77|8.24|"AS4"|"PUTWALL"|"BRACK"
67701109319477|"Not received but shipment verified"|120045237|4038107|12741054|58|3.2|17.46|8.29|"AS4"|"AS0"|"MULTIST"
67701109368082|"In work order"|120045233|4056760|10748203|68|6.93|1.18|2.76|"AS1"|"AS2"|"ONPALLET"
67701109440271|"Not received but shipment verified"|120045232|4056764|10742301|40|7.52|11.14|1.96|"AS4"|"AS0"|"CRACK"
67701109524398|"Pulled"|120045273|4038153|354896|42|15.74|18.45|3.72|"AS1"|"CRACK"|"CUBIST"
67701109622045|"Partially allocated"|120045256|4038125|354815|62|3.81|9.31|3.92|"AS0"|"PUTLANE"|"ONPALLET"
67701109675575|"Canceled"|120045256|4038128|354829|18|16.2|27.77|2.84|"AS1"|"PUTWALL"|"MULTIST"
67701109881741|"In work order"|120045237|4038108|12741057|8|1.97|16.46|6.31|"AS4"|"PICKCART"|"CRACK"
67701109892028|"Case consumed to active"|120045394|4056794|10748220|35|1.46|8.15|7.94|"AS2"|"AS1"|"MULTIST"
67701110110614|"Allocated and Pulled"|120045398|4056766|10743935|20|13.89|25.7|7.38|"AS1"|"SHIPPED"|"BRACK"
67701110195703|"Allocated"|120045233|4056761|10748097|73|18.51|5.83|7.39|"AS2"|"PUTWALL"|"DRACK"
67701110205355|"Consumed"|120045234|4056793|10748216|93|6.89|16.43|9.19|"AS4"|"AS0"|"PUTLANE"
67701110521508|"In work order"|120045238|4038111|12741069|33|7.36|17.77|5.66|"AS1"|"CRACK"|"ONPALLET"
67701110579507|"Allocated and Pulled"|120045257|4038132|354847|32|13.14|22.79|4.08|"AS4"|"AS1"|"CUBIST"
67701110636744|"Partially allocated"|120045399|4038154|354100|4|2.73|9.6|5.62|"AS0"|"SHIPLANE"|"PUTLANE"
67701110790904|"Pulled"|120045240|4038119|12741097|21|17.08|1.39|8.1|"AS2"|"SHIPPED"|"CUBIST"
67701110850385|"In work order"|120045270|4038142|354874|64|4.22|13.43|3.4|"AS1"|"AS2"|"ONPALLET"
67701110945134|"Not received but shipment verified"|120045257|4038129|354833|91|4.72|2.21|4.91|"AS4"|"SHIPLANE"|"BRACK"
67701111126250|"In work order"|120045273|4038153|354896|28|12.09|24.98|9.39|"AS1"|"PUTLANE"|"MULTIST"
67701111274876|"Allocated and Pulled"|120045239|4038115|12741083|59|2.36|8.46|3.85|"AS4"|"PICKCART"|"ONPALLET"
